New EMG times,currentData_1,currentData_2,currentData_3,currentData_4,currentData_5,currentData_6,currentData_7,currentData_8,thumb,index+middle,ring+little
37:19.474,0.04,0.02,0.02,-0.02,0.04,-0.01,-0.11,-0.02,146.257380937486,152.511205919629,179.329142594401
37:19.485,0.04,0.02,0.02,-0.02,0.04,-0.01,-0.11,-0.02,146.155203847396,152.132293597944,179.468860531939
37:19.496,0.01,0.2,-0.07,-0.02,0,-0.21,-0.12,0.04,146.387328523662,152.057011090621,179.368057521255
37:19.505,-0.13,0.29,-0.04,0,0,-0.03,0,-0.01,146.619453199928,151.981728583299,179.267254510571
37:19.514,0.08,-0.15,0.02,0.05,-0.09,-0.61,-0.12,0,146.851577876198,151.906446075978,179.166451499887
37:19.522,-0.05,0.04,0.01,0.06,0.13,0.05,0.06,0.01,147.083702552467,151.831163568657,179.065648489202
37:19.567,-0.16,0.05,-0.01,-0.03,-0.12,-0.67,-0.36,-0.15,146.864518625873,151.651169279132,179.199831682661
37:19.578,-0.16,0.05,-0.01,-0.03,-0.12,-0.67,-0.36,-0.15,146.645334699282,151.47117498961,179.334014876118
37:19.587,-0.16,0.05,-0.01,-0.03,-0.12,-0.67,-0.36,-0.15,146.426150772688,151.291180700083,179.468198069579
37:19.597,0,-0.24,0,-0.01,0,0.26,0,0.01,146.856013755925,151.367587574618,179.247112053232
37:19.607,0,-0.24,0,-0.01,0,0.26,0,0.01,147.285876739166,151.443994449152,179.026026036889
37:19.624,0.33,-0.2,-0.01,-0.03,-0.08,0.21,0.1,-0.08,147.715739722415,151.520401323689,178.804940020538
37:19.671,0.02,0.02,-0.12,-0.02,-0.01,0.02,0.08,0.11,148.427033908956,151.473133237703,178.75218480274
37:19.682,0.02,0.02,-0.12,-0.02,-0.01,0.02,0.08,0.11,149.138328095491,151.425865151717,178.699429584942
37:19.694,0,0.01,0.12,0.04,0.1,0.31,0.12,0.03,149.849622282039,151.378597065729,178.646674367142
37:19.704,0,0.01,0.12,0.04,0.1,0.31,0.12,0.03,149.94397435686,151.276316645249,178.676226240234
37:19.715,0.08,0.16,-0.01,0.08,0.16,0.01,0.01,0.08,150.038326431681,151.17403622477,178.705778113327
37:19.727,0.08,0.16,-0.01,0.08,0.16,0.01,0.01,0.08,150.132678506503,151.071755804288,178.73532998642
37:19.738,-0.02,-0.03,-0.01,-0.07,-0.06,0.07,-0.03,-0.02,150.227030581327,150.969475383803,178.764881859513
37:19.780,0.25,0.12,0.13,-0.02,0.05,0.14,0.11,-0.03,149.408404360416,151.251340338271,178.562199239346
37:19.790,0.16,0,-0.07,0.02,0,-0.43,-0.11,-0.09,148.589778139503,151.533205292737,178.359516619181
37:19.800,-0.09,0.08,-0.04,-0.06,-0.08,-0.05,-0.11,0,148.518306545406,151.455372366266,178.404560334926
37:19.811,-0.09,-0.09,-0.1,-0.02,0,-0.02,-0.17,-0.15,148.446834951306,151.377539439796,178.449604050673
37:19.821,-0.09,-0.09,-0.1,-0.02,0,-0.02,-0.17,-0.15,148.375363357209,151.299706513327,178.494647766418
37:19.834,-0.05,-0.12,0.07,0.03,-0.06,-0.2,-0.44,-0.01,148.303891763113,151.22187358686,178.539691482161
37:19.844,-0.05,-0.12,0.07,0.03,-0.06,-0.2,-0.44,-0.01,148.083564255878,151.302964369252,178.499672180935
37:19.886,0,-0.26,-0.04,-0.01,0.02,0.28,0.19,0.03,147.863236748639,151.384055151645,178.459652879709
37:19.896,0,-0.05,-0.13,-0.05,-0.08,-0.22,0.04,0,147.920151622149,151.283635988737,178.626664364729
37:19.907,0,-0.05,-0.13,-0.05,-0.08,-0.22,0.04,0,147.97706649566,151.183216825832,178.793675849749
37:19.919,0.03,-0.06,0.21,0.01,0.1,-0.3,0.01,0.03,148.033981369172,151.082797662921,178.960687334777
37:19.928,-0.02,0.03,-0.02,0,0.05,-0.16,0.14,-0.04,148.090896242682,150.982378500014,179.127698819797
37:19.937,-0.02,0.03,-0.02,0,0.05,-0.16,0.14,-0.04,148.692934423038,151.287152672774,178.732181215215
37:19.948,-0.12,0.05,0.04,0.03,-0.04,-0.3,-0.02,0.04,149.294972603398,151.59192684554,178.336663610622
37:19.958,-0.12,0.05,0.04,0.03,-0.04,-0.3,-0.02,0.04,149.897010783752,151.896701018301,177.941146006036
37:19.999,0.07,0.01,0.08,0.01,0.06,-0.21,-0.13,-0.1,150.034246863332,151.895393634004,177.968585238905
37:20.010,0,0.01,-0.07,0,0.03,-0.13,-0.07,-0.01,150.171482942911,151.894086249707,177.996024471774
37:20.021,0,0.01,-0.07,0,0.03,-0.13,-0.07,-0.01,150.308719022487,151.892778865409,178.023463704644
37:20.032,0.1,0.08,0.06,-0.02,0.06,0.18,-0.28,0.03,150.445955102063,151.891471481113,178.050902937513
37:20.042,0.1,0.08,0.06,-0.02,0.06,0.18,-0.28,0.03,150.492929556674,152.138707470289,177.931191102392
37:20.052,0.38,-0.01,-0.02,-0.03,0,0.28,0.07,-0.04,150.539904011284,152.385943459472,177.811479267271
37:20.061,0,0.07,-0.05,0.03,-0.08,-0.33,0,0.01,150.586878465895,152.633179448645,177.691767432156
37:20.106,0.02,0.01,-0.03,0,-0.05,-0.05,-0.33,0,150.702371222036,152.704678972334,177.769734223933
37:20.119,-0.03,-0.03,-0.02,-0.01,-0.07,-0.46,0.09,-0.05,150.81786397818,152.776178496023,177.847701015709
37:20.128,-0.01,0.12,0,-0.01,-0.04,0.1,-0.03,-0.04,150.933356734324,152.847678019714,177.925667807487
37:20.138,-0.01,0.12,0,-0.01,-0.04,0.1,-0.03,-0.04,150.665270606671,152.72231308721,178.011202713606
37:20.147,-0.01,0.12,0,-0.01,-0.04,0.1,-0.03,-0.04,150.397184479014,152.596948154704,178.096737619726
37:20.158,-0.07,0,-0.05,-0.03,-0.08,0.11,-0.02,-0.04,150.129098351361,152.471583222198,178.182272525846
37:20.170,-0.03,-0.17,-0.02,0,-0.04,-0.39,-0.3,0.04,149.861012223701,152.346218289692,178.267807431965
37:20.217,-0.12,-0.07,-0.02,0,0,0.12,0,0.06,149.736282760876,152.474538835411,178.181605147471
37:20.227,0.02,0.01,0.02,-0.01,-0.04,-0.2,-0.01,-0.08,149.611553298049,152.602859381131,178.095402862974
37:20.236,0.01,-0.06,0,0.01,0.02,-0.2,-0.03,0.01,149.572699691457,152.604440388214,178.115952230397
37:20.246,0.01,-0.06,0,0.01,0.02,-0.2,-0.03,0.01,149.533846084863,152.606021395297,178.136501597822
37:20.255,0.02,-0.08,-0.04,0,-0.02,0.07,0.02,-0.03,149.494992478271,152.607602402379,178.157050965246
37:20.270,0.12,-0.1,-0.01,0,-0.03,-0.23,0.05,-0.03,149.456138871679,152.609183409461,178.177600332669
37:20.281,-0.03,-0.03,0.04,-0.07,-0.13,-0.18,-0.02,0.06,149.417285265086,152.610764416544,166.763445753271
37:20.326,-0.08,-0.05,0.04,0.06,0.11,-0.23,-0.44,-0.16,149.312118866144,152.625552700461,178.180063396282
37:20.339,0.01,0.01,0.03,-0.01,0.05,0.56,0.07,0.05,149.206952467201,152.640340984379,178.161977092471
37:20.348,0.01,0.01,0.03,-0.01,0.05,0.56,0.07,0.05,149.101786068255,152.655129268298,178.14389078866
37:20.361,-0.03,-0.03,-0.04,0.02,0.07,0.32,0.07,0,148.996619669313,152.669917552216,178.125804484849
37:20.370,-0.07,0,-0.01,0.02,0.03,-0.42,0.01,0.01,148.891453270371,152.684705836135,178.107718181038
37:20.380,-0.07,0,-0.01,0.02,0.03,-0.42,0.01,0.01,149.096478735579,152.59206513363,178.248712124298
37:20.393,-0.01,0,-0.03,-0.04,0.01,0.21,0.13,-0.05,149.301504200785,152.499424431126,178.389706067555
37:20.440,-0.02,-0.15,-0.07,-0.03,0.01,-0.09,0,0,149.269993994493,152.383745447853,178.399469608289
37:20.453,-0.03,0,-0.02,0.05,-0.02,-0.16,0.07,-0.01,149.238483788202,152.268066464578,178.409233149024
37:20.462,-0.03,0,-0.02,0.05,-0.02,-0.16,0.07,-0.01,149.20697358191,152.152387481305,178.418996689758
37:20.472,-0.03,0,-0.02,0.05,-0.02,-0.16,0.07,-0.01,149.428021456071,152.160768079131,178.339781419425
37:20.482,-0.04,-0.02,-0.03,-0.05,-0.05,0.13,0.01,-0.01,149.64906933024,152.169148676959,178.260566149092
37:20.491,0.01,0,0.06,0.04,0,-0.23,-0.06,0.01,149.870117204402,152.177529274785,178.18135087876
37:20.501,-0.02,0.03,0,0.01,0.01,-0.14,-0.05,0.01,150.091165078557,152.18590987261,178.102135608426
37:20.548,0.06,0.04,0.05,0,0.03,0.41,0.03,0.01,150.312212952716,152.194290470434,166.715654384599
37:20.558,0.06,0.02,0,-0.05,0.01,0.28,0.28,0.06,150.385430049211,152.189688337822,177.970719478123
37:20.568,0.06,0.02,0,-0.05,0.01,0.28,0.28,0.06,150.458647145708,152.185086205209,177.918518618151
37:20.579,0.03,-0.05,-0.01,0.01,0.03,-0.27,0,0.08,150.531864242204,152.180484072597,177.86631775818
37:20.592,0.03,-0.05,-0.01,0.01,0.03,-0.27,0,0.08,150.605081338701,152.175881939984,177.81411689821
37:20.602,0,0.04,0,-0.01,-0.01,-0.11,-0.16,-0.02,150.678298435199,152.171279807372,177.761916038237
37:20.612,0.05,0.02,-0.01,0,-0.02,-0.24,-0.17,0,150.751515531695,152.16667767476,166.326245254718
37:20.657,-0.04,0,-0.02,0,0.01,0.47,0.09,-0.06,150.70911184528,152.121572156155,177.70056767238
37:20.668,-0.04,0,-0.02,0,0.01,0.47,0.09,-0.06,150.666708158866,152.07646663755,177.691420166493
37:20.678,0.39,0.04,0.02,0,-0.02,-0.4,0.02,0.02,150.624304472452,152.031361118946,177.682272660606
37:20.692,-0.12,0,0.01,0,0.01,-0.09,0.2,-0.01,150.581900786036,151.98625560034,177.673125154719
37:20.704,-0.12,0,0.01,0,0.01,-0.09,0.2,-0.01,150.574421327704,151.78299769859,177.916260996422
37:20.715,-0.03,0,-0.02,-0.02,-0.04,0.23,-0.14,-0.04,150.566941869372,151.579739796847,178.159396838128
37:20.724,-0.03,-0.02,-0.05,-0.02,-0.02,0.17,-0.01,0.02,150.559462411039,151.376481895099,178.402532679836
37:20.775,-0.04,-0.05,0.06,-0.01,0.01,0.34,-0.13,-0.03,150.582216849954,151.424025285118,178.317197146986
37:20.785,-0.04,-0.05,0.06,-0.01,0.01,0.34,-0.13,-0.03,150.604971288871,151.471568675138,178.231861614131
37:20.797,0,-0.01,-0.1,-0.01,-0.02,0.05,-0.15,0.01,150.627725727786,151.519112065156,178.14652608128
37:20.806,0,-0.01,-0.1,-0.01,-0.02,0.05,-0.15,0.01,150.650480166701,151.566655455175,178.061190548427
37:20.817,0,0.12,0.22,0.03,-0.01,-0.45,0.06,-0.04,150.673234605616,151.614198845193,166.248779985486
37:20.874,-0.02,0.01,0,-0.01,-0.01,0.22,0.07,-0.01,150.742156121232,151.631197456268,178.095647056347
37:20.885,-0.02,0.01,0,-0.01,-0.01,0.22,0.07,-0.01,150.81107763685,151.648196067343,178.215439097119
37:20.898,-0.03,0,-0.02,-0.02,-0.05,-0.52,-0.31,0.01,150.879999152467,151.665194678418,178.335231137891
37:20.907,-0.03,0,-0.02,-0.02,-0.05,-0.52,-0.31,0.01,150.91381213382,151.733315223198,178.299369824321
37:20.917,0.01,0,0.02,-0.01,0.01,0.36,0.2,0.04,150.947625115174,151.801435767979,178.26350851075
37:20.927,0.01,0,0.02,-0.01,0.01,0.36,0.2,0.04,150.981438096527,151.869556312759,178.22764719718
37:20.937,0.03,0.15,0,0.01,0.03,0.05,0.04,-0.02,151.015251077882,151.93767685754,178.191785883608
37:20.977,-0.07,-0.09,-0.11,-0.04,-0.03,0.49,-0.01,-0.12,151.022705063306,151.814838264541,178.371681162309
37:20.987,-0.07,-0.09,-0.11,-0.04,-0.03,0.49,-0.01,-0.12,151.030159048731,151.691999671546,178.551576441005
37:20.997,-0.05,-0.02,-0.03,-0.02,-0.02,-0.2,0.08,0.03,151.037613034156,151.569161078549,178.731471719704
37:21.007,-0.05,-0.02,-0.03,-0.02,-0.02,-0.2,0.08,0.03,151.045067019581,151.446322485548,178.911366998404
37:21.016,-0.09,-0.03,0,0.01,0.02,0.13,0.02,0.02,151.100047612406,151.539039085116,178.84302530022
37:21.025,-0.09,-0.03,0,0.01,0.02,0.13,0.02,0.02,151.155028205232,151.631755684686,178.774683602036
37:21.035,-0.05,-0.01,0.01,0.01,-0.01,-0.14,-0.15,-0.02,151.210008798056,151.724472284253,178.706341903851
37:21.047,0.01,0.01,-0.03,-0.03,-0.03,-0.18,-0.04,0.01,151.26498939088,151.81718888382,178.638000205669
37:21.090,-0.07,-0.07,-0.04,-0.06,0,-0.19,0.02,0.04,151.120599319176,151.796420216059,178.65182665942
37:21.101,0.12,0,0.01,0.03,0,-0.06,0.06,0,150.976209247478,151.775651548299,178.665653113171
37:21.112,-0.08,-0.21,-0.06,0,0,0.35,0.04,0.03,150.831819175772,151.754882880538,178.679479566923
37:21.122,-0.09,0.01,0.02,-0.03,-0.05,0.09,-0.12,0,150.836666805971,151.846798586138,178.474678120991
37:21.132,-0.09,0.01,0.02,-0.03,-0.05,0.09,-0.12,0,150.841514436171,151.938714291738,178.269876675062
37:21.142,-0.06,-0.06,-0.15,0,0,0.12,0.02,0,150.84636206637,152.030629997339,178.065075229137
37:21.151,0.02,0.01,-0.02,-0.02,-0.03,0.07,0.01,0,150.851209696569,152.12254570294,177.860273783208
37:21.161,0.07,0.01,0.04,0,0,-0.33,0.02,0.02,150.856057326768,152.214461408542,177.655472337276
37:21.202,0,0.02,0,-0.07,-0.04,-0.33,-0.04,-0.02,150.860904956968,152.306377114141,166.560529575643
37:21.233,-0.15,0,0.08,-0.04,0,-0.41,0.04,0.02,150.962861227152,152.178948585694,177.768252701091
37:21.248,-0.15,0,0.08,-0.04,0,-0.41,0.04,0.02,151.064817497332,152.051520057249,178.085834510828
37:21.259,0.01,0.01,0.01,0.03,0.01,0,0.06,-0.05,151.166773767514,151.924091528801,178.40341632058
37:21.270,0.04,0.01,-0.01,0,0,0.13,0,0.08,151.2687300377,151.796663000352,178.720998130331
37:21.312,-0.03,-0.03,-0.13,0.02,-0.01,-0.13,-0.1,0.01,151.33529569885,151.924410566922,178.701157343199
37:21.334,0.04,0,0.07,-0.02,0.01,0,0.07,0.03,151.401861360002,152.052158133493,178.681316556067
37:21.346,0.08,0.02,0,-0.01,0.03,0.01,0,0.04,151.437217649607,151.921162081288,178.589557992171
37:21.359,-0.05,-0.03,-0.08,-0.01,-0.01,-0.11,-0.03,0,151.472573939212,151.790166029082,178.497799428273
37:21.371,0.02,-0.01,0.03,0.03,0.03,0.19,0.03,0.01,151.507930228817,151.659169976881,178.406040864376
37:21.410,-0.04,-0.04,0.02,-0.02,-0.04,0.07,-0.02,0.01,151.768422471159,151.754453490622,178.406555724045
37:21.421,-0.04,-0.04,0.02,-0.02,-0.04,0.07,-0.02,0.01,152.028914713504,151.849737004366,178.407070583713
37:21.431,-0.04,-0.04,0.02,-0.02,-0.04,0.07,-0.02,0.01,152.289406955846,151.945020518108,178.407585443382
37:21.441,0.01,-0.04,-0.11,-0.02,0.02,0.01,-0.1,-0.04,152.153806220926,151.888263019521,178.402433507554
37:21.450,0.01,-0.04,-0.11,-0.02,0.02,0.01,-0.1,-0.04,152.018205486009,151.831505520934,178.397281571727
37:21.461,0,0,0.04,0.01,0.01,0,0.04,-0.03,151.882604751088,151.774748022348,178.392129635899
37:21.470,-0.13,0.04,0.07,0,-0.04,-0.01,-0.06,-0.05,151.747004016168,151.717990523761,178.386977700072
37:21.482,0,-0.01,0.1,0,0.04,0.19,0.09,-0.05,151.611403281244,151.661233025173,178.381825764244
37:21.524,-0.03,-0.02,-0.05,0.02,0.01,0.49,0.08,0,151.793423717007,151.532754313044,178.578211122394
37:21.537,0,0,-0.03,-0.03,0,-0.11,-0.12,0,151.975444152769,151.404275600918,178.774596480547
37:21.546,0,0,-0.03,-0.03,0,-0.11,-0.12,0,152.15746458853,151.275796888795,178.970981838695
37:21.555,-0.03,0,0,0.02,-0.04,-0.79,-0.02,0,152.093269670095,151.339934438217,178.819981094712
37:21.566,-0.03,0,0,0.02,-0.04,-0.79,-0.02,0,152.029074751659,151.404071987639,178.668980350729
37:21.579,0.04,0.01,0.03,-0.01,0,0.62,-0.09,0.01,151.964879833225,151.468209537061,178.517979606746
37:21.593,-0.01,0,0.14,0.01,0,0.04,-0.03,0,151.90068491479,151.532347086483,178.366978862759
37:21.644,0,-0.01,-0.04,0,0.02,-0.3,0.09,0,151.836489996355,151.596484635905,167.39171216066
37:21.656,0.01,0.02,-0.03,-0.04,0,0.39,0.08,0.02,151.774973987147,151.511478156365,178.396912874865
37:21.670,0.01,0.02,-0.03,-0.04,0,0.39,0.08,0.02,151.713457977941,151.426471676824,178.57784763095
37:21.685,0.04,0,0.03,0,-0.06,-0.03,-0.09,-0.01,151.651941968734,151.341465197282,178.758782387038
37:21.696,-0.01,-0.03,-0.02,0.02,0,0.15,0.05,-0.01,151.676097331031,151.109531046134,179.132996263426
37:21.739,-0.03,-0.05,-0.21,-0.05,-0.07,-0.44,-0.1,-0.07,151.700252693329,150.877596894984,179.507210139818
37:21.750,0.04,-0.01,0.01,0,-0.08,-0.1,0.01,0.11,151.807004870159,150.849986293939,179.475088485917
37:21.761,0.02,0.01,0.03,0,0.04,0.3,0.1,-0.01,151.913757046987,150.822375692895,179.442966832016
37:21.773,-0.04,0,0,0,0.02,-0.35,0,0.01,152.020509223817,150.794765091849,179.410845178116
37:21.786,-0.04,0,0,0,0.02,-0.35,0,0.01,152.127261400645,150.767154490804,179.378723524215
37:21.796,-0.08,0.03,-0.07,0,0,0.16,0.07,-0.04,152.234013577478,150.739543889759,179.346601870315
37:21.806,0.02,0.04,-0.01,-0.03,0,-0.26,-0.09,-0.08,152.340765754307,150.711933288713,168.579550397385
37:21.852,-0.02,-0.06,-0.17,-0.03,-0.05,0.08,0.02,0,152.231742139436,150.858045089372,179.179605614243
37:21.863,0.04,0,0.11,0.01,0,0.07,0.05,0.03,152.122718524566,151.004156890031,179.044731012069
37:21.874,0.04,0,0.11,0.01,0,0.07,0.05,0.03,152.013694909698,151.150268690688,178.909856409897
37:21.892,-0.05,-0.01,0.14,0.02,0.02,-0.44,-0.08,0.03,151.904671294827,151.296380491347,178.774981807726
37:21.912,0.04,0.01,-0.07,-0.03,-0.02,0.2,0.03,-0.02,151.795647679961,151.442492292003,178.64010720556
37:21.960,0.02,-0.01,0,0,-0.01,0.07,-0.04,0.04,151.741582048369,151.438553089432,178.813224193538
37:21.972,0.02,-0.01,0,0,-0.01,0.07,-0.04,0.04,151.687516416777,151.434613886861,178.98634118152
37:21.981,0.01,0,-0.02,0.04,0.04,-0.16,0.01,0.09,151.711630280127,151.359072162382,178.99553190627
37:21.991,0.01,0,-0.02,0.04,0.04,-0.16,0.01,0.09,151.735744143478,151.283530437903,179.004722631019
37:22.002,0.04,0,-0.07,-0.05,-0.02,0.32,0,-0.04,151.759858006828,151.207988713426,179.013913355769
37:22.011,0.03,0,0.02,-0.01,-0.02,-0.15,0.05,0.02,151.783971870178,151.132446988949,179.023104080518
37:22.021,-0.04,-0.02,-0.01,-0.01,-0.02,0.12,-0.02,0.19,151.808085733529,151.056905264471,179.032294805268
37:22.063,0,-0.08,-0.02,0,0.02,0.3,0.11,-0.01,152.231636781275,151.024278675738,179.252699328343
37:22.074,0,0,-0.05,-0.02,-0.02,0.08,0.05,0,152.655187829027,150.991652087008,179.473103851418
37:22.084,0.01,0.11,0.07,0,-0.04,-0.19,0,-0.14,153.078738876771,150.959025498278,179.693508374494
37:22.094,-0.02,0,-0.1,-0.04,0,-0.39,-0.03,-0.01,153.106618235784,151.040081642357,179.59403918271
37:22.104,-0.02,0,-0.1,-0.04,0,-0.39,-0.03,-0.01,153.134497594797,151.121137786434,179.494569990926
37:22.115,-0.02,0,-0.1,-0.04,0,-0.39,-0.03,-0.01,153.16237695381,151.202193930516,179.395100799136
37:22.128,0.06,0.01,0,0.05,0.08,-0.02,0,0.08,153.190256312823,151.283250074597,179.295631607351
37:22.168,0.01,-0.05,-0.13,0,0.01,0.24,0.02,-0.01,153.740650174601,151.095337508748,179.419485289598
37:22.180,-0.03,-0.16,0.12,0.02,0.02,0.34,0.02,0.06,154.291044036378,150.907424942894,179.543338971847
37:22.190,-0.02,-0.03,-0.02,0,-0.01,0,0,-0.02,154.37384775693,150.96009558631,179.517349355189
37:22.200,0.02,0.06,-0.06,-0.02,-0.08,-0.21,0.13,0.07,154.456651477482,151.012766229724,179.491359738531
37:22.211,0.02,0.06,-0.06,-0.02,-0.08,-0.21,0.13,0.07,154.539455198032,151.06543687314,179.465370121873
37:22.223,0.03,0,0.05,0,0,-0.02,-0.01,-0.03,154.622258918584,151.118107516557,179.439380505215
37:22.234,0.03,0,0.05,0,0,-0.02,-0.01,-0.03,154.705062639136,151.170778159973,179.413390888557
37:22.242,-0.06,0.04,-0.03,-0.04,-0.07,-0.09,-0.02,-0.08,154.787866359688,151.223448803389,179.387401271898
37:22.287,-0.03,0.02,-0.05,-0.08,-0.02,-0.17,-0.09,-0.02,154.870670080238,151.276119446804,169.441912912399
37:22.298,0.03,0.02,0,0,0.02,0.44,0.13,0,155.101718613631,151.167911801479,179.16483174136
37:22.308,0.03,0.02,0,0,0.02,0.44,0.13,0,155.332767147018,151.059704156152,178.968251827471
37:22.319,-0.06,-0.03,0.07,-0.02,-0.03,-0.27,-0.03,0,155.563815680405,150.951496510826,178.771671913597
37:22.329,-0.06,-0.03,0.07,-0.02,-0.03,-0.27,-0.03,0,155.794864213807,150.843288865496,178.575091999715
37:22.340,-0.04,-0.02,0.12,0,-0.08,-0.26,-0.01,0,155.781833501225,150.866313592447,178.575875230887
37:22.350,0.06,0,-0.02,-0.04,-0.02,-0.1,-0.02,0.01,155.768802788643,150.889338319399,178.57665846206
37:22.390,-0.01,0,-0.08,0,0,-0.03,-0.04,-0.01,155.953619748099,150.864129104704,178.634284814085
37:22.402,-0.01,0,0.11,0.01,0.01,0.03,-0.17,0.01,156.138436707559,150.83891989001,178.69191116611
37:22.410,-0.01,0,0.11,0.01,0.01,0.03,-0.17,0.01,156.323253667018,150.813710675315,178.749537518135
37:22.420,0,-0.02,-0.07,0,-0.01,0.25,0.08,-0.01,156.508070626471,150.788501460622,178.807163870159
37:22.430,0,-0.02,-0.07,0,-0.01,0.25,0.08,-0.01,156.69288758593,150.763292245927,178.864790222184
37:22.438,0,-0.02,-0.07,0,-0.01,0.25,0.08,-0.01,156.145329805957,150.639821917104,178.744187302649
37:22.447,-0.16,0.02,0.02,0.02,0.04,-0.06,-0.29,-0.07,155.597772025998,150.516351588285,178.623584383115
37:22.457,0.07,0,0.02,0.02,0.05,0.05,0.08,-0.08,155.050214246032,150.392881259464,178.50298146358
37:22.502,-0.02,-0.02,-0.02,0.02,-0.01,-0.01,-0.17,0,155.059651378378,150.387889824917,178.493958390471
37:22.513,-0.02,-0.02,-0.02,0.02,-0.01,-0.01,-0.17,0,155.069088510723,150.382898390372,178.484935317362
37:22.523,0.02,0.01,-0.01,-0.04,0,0.33,0.08,0.01,155.078525643069,150.377906955827,178.475912244254
37:22.532,0.02,0.01,-0.01,-0.04,0,0.33,0.08,0.01,155.087962775414,150.372915521282,178.466889171145
37:22.541,-0.02,0.05,0.01,0.01,0,-0.01,0,-0.07,155.09739990776,150.367924086736,178.457866098036
37:22.551,-0.02,0.05,0.01,0.01,0,-0.01,0,-0.07,155.142115940926,150.505770048337,178.457730803955
37:22.561,-0.01,-0.01,0,0,-0.03,0.45,0.1,-0.07,155.186831974094,150.643616009939,178.457595509873
37:22.603,0.01,0,-0.05,0.03,0.03,-0.02,0.15,0.04,155.326739559292,150.631308767844,178.498768044805
37:22.615,0.01,0,-0.05,0.03,0.03,-0.02,0.15,0.04,155.466647144494,150.619001525747,178.539940579736
37:22.625,-0.01,0,-0.01,-0.04,0.02,0.37,0.06,0,155.606554729689,150.606694283652,178.581113114667
37:22.634,0,0,0.11,0.01,0.03,0.17,-0.02,-0.05,155.74646231489,150.594387041556,178.622285649597
37:22.646,0,0,0.11,0.01,0.03,0.17,-0.02,-0.05,155.886369900089,150.58207979946,178.663458184527
37:22.657,-0.05,0.01,-0.02,0,-0.03,-0.21,-0.08,0.04,155.909238596415,150.540398024166,178.734743922199
37:22.667,0,-0.03,0.03,0.01,0.03,-0.19,-0.18,-0.13,155.932107292743,150.498716248871,178.806029659871
37:22.710,-0.02,-0.01,0.03,0.01,-0.04,-0.11,0.09,0.01,155.960004888308,150.52915299459,178.826795840606
37:22.720,-0.02,-0.06,-0.13,-0.03,-0.07,-0.02,-0.06,0,155.987902483873,150.559589740309,178.84756202134
37:22.730,-0.02,-0.06,-0.13,-0.03,-0.07,-0.02,-0.06,0,156.015800079437,150.590026486028,178.868328202074
37:22.742,-0.09,-0.01,-0.02,-0.06,-0.1,-0.47,-0.18,0,156.043697675002,150.620463231747,178.889094382808
37:22.751,-0.09,-0.01,-0.02,-0.06,-0.1,-0.47,-0.18,0,156.071595270567,150.650899977466,178.909860563543
37:22.761,-0.04,0,0.12,-0.04,-0.08,-0.71,-0.03,0.03,156.179165360592,150.806274621032,179.012196429399
37:22.772,-0.04,0,0.12,-0.04,-0.08,-0.71,-0.03,0.03,156.286735450618,150.961649264596,179.114532295256
37:22.783,0.2,-0.01,0,0.03,-0.03,-0.48,-0.15,0,156.394305540643,151.117023908158,179.216868161109
37:22.825,-0.01,0.01,-0.02,0.01,0.04,0.8,0.18,0,156.318166389547,151.080013033855,179.099797156504
37:22.848,-0.05,-0.01,-0.03,-0.02,-0.01,-0.09,0.24,0,156.242027238451,151.043002159552,178.982726151901
37:22.859,0.09,0.01,0.07,0,0,0.49,0.18,-0.03,156.416090766237,151.181467828034,179.109572313793
37:22.869,0.09,0.01,0.07,0,0,0.49,0.18,-0.03,156.590154294019,151.319933496514,179.236418475684
37:22.877,-0.22,-0.01,0.28,-0.01,0.01,-0.08,0.06,0.02,156.764217821805,151.458399164996,179.363264637575
37:22.887,-0.05,0,0,0,0,0.22,0,0.04,156.93828134959,151.596864833477,179.490110799466
37:22.944,-0.06,-0.04,-0.14,-0.05,-0.05,-0.14,-0.27,0,157.329040792629,152.072938806565,179.338815710646
37:22.958,0.05,0.05,-0.05,-0.02,-0.06,-0.01,0.1,0,157.719800235671,152.549012779658,179.187520621821
37:22.971,0.05,0.05,-0.05,-0.02,-0.06,-0.01,0.1,0,157.745182717906,152.514223027585,179.013155729743
37:22.981,0.01,0,0,0.04,0.12,0.52,-0.02,-0.05,157.77056520014,152.479433275512,178.838790837661
37:22.991,0.01,0,0,0.04,0.12,0.52,-0.02,-0.05,157.795947682376,152.444643523439,178.664425945579
37:22.999,0,0,0.05,-0.02,-0.01,0.12,0.15,0.03,157.82133016461,152.409853771365,178.490061053501
37:23.043,0.32,0.03,0.12,0,-0.03,0.01,0.03,-0.03,157.91564349408,152.550889466171,178.319511813563
37:23.054,0.06,0.02,0.13,0.04,0.02,0.16,0.1,0.08,158.009956823553,152.69192516098,178.148962573629
37:23.063,-0.12,-0.06,0.03,-0.02,0.06,-0.05,0.02,-0.04,158.10427015302,152.832960855785,177.978413333687
37:23.073,-0.12,-0.06,0.03,-0.02,0.06,-0.05,0.02,-0.04,158.19858348249,152.973996550591,177.807864093753
37:23.082,-0.03,0.01,-0.01,0,0,0.02,0.05,-0.06,158.29289681196,153.115032245392,177.637314853819
37:23.090,-0.03,0.01,-0.01,0,0,0.02,0.05,-0.06,158.387210141429,153.256067940196,177.466765613884
37:23.100,-0.08,-0.07,-0.13,0.01,-0.02,-0.34,-0.16,0.11,158.580148439751,153.536241740719,177.197687141685
